title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
"Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)",Rule,Agriculture Department; Commodity Credit Corporation,This rule makes changes to ELAP to provide financial assistance to dairy producers who face milk losses due to H5N1 infection of their dairy herds.,89 FR 54331, 2024-14412,https://www.federalregister.gov/documents/2024/07/01/2024-14412/emergency-assistance-for-livestock-honeybees-and-farm-raised-fish-program-elap,https://www.govinfo.gov/content/pkg/FR-2024-07-01/pdf/2024-14412.pdf,07/01/2024
Changes to Existing Conservation Program Regulations,Rule,Agriculture Department; Natural Resources Conservation Service; Commodity Credit Corporation,"The Agricultural Act of 2014 (the 2014 Act) made several nondiscretionary changes to NRCS conservation programs. These conservation programs have existing regulations that required adjustments. These adjustments include addressing the required review of operating procedures of the State Technical Committee, adding reference of the Regional Conservation Partnership Program (RCPP) to the Watershed Protection and Flood Prevention Act program regulations, adding reference of RCPP to the Healthy Forests Reserve Program (HFRP), expanding the definition of ""acreage owned by Indian Tribes"" under HFRP, revising and simplifying the Regional Equity provision, and adjusting the Agricultural Management Assistance (AMA) Program to correspond with changes to payment provisions under the Environmental Quality Incentives Program (EQIP). Additionally, the Secretary of Agriculture delegated to NRCS administrative responsibility for implementing the Voluntary Public Access and Habitat Incentive Program (VPA-HIP), and internal NRCS administrative changes warrant updating the appropriate delegated official in the Technical Service Provider (TSP) provision. NRCS published an interim rule with a request for comments on August 1, 2014, to implement changes to these NRCS conservation program regulations that were either necessitated by enactment of the 2014 Act, or required to implement administrative streamlining improvements and clarifications. NRCS received six comments on the interim rule. In this document, NRCS issues a final rule to make permanent these changes and to incorporate two minor mandatory changes in two of the affected parts.",80 FR 19007, 2015-08008,https://www.federalregister.gov/documents/2015/04/09/2015-08008/changes-to-existing-conservation-program-regulations,https://www.govinfo.gov/content/pkg/FR-2015-04-09/pdf/2015-08008.pdf,04/09/2015
Environmental Quality Incentives Program (EQIP),Rule,Agriculture Department; Commodity Credit Corporation,"An interim rule, with request for comments, was published on December 12, 2014, to implement changes to EQIP that were either required by the Agricultural Act of 2014 (the 2014 Act) or required to implement administrative streamlining improvements and clarifications. This document provides background on the final rule, issues the final rule to make permanent these changes, responds to comments, and makes further adjustments in response to some of the comments received.",81 FR 29471, 2016-10161,https://www.federalregister.gov/documents/2016/05/12/2016-10161/environmental-quality-incentives-program-eqip,https://www.govinfo.gov/content/pkg/FR-2016-05-12/pdf/2016-10161.pdf,05/12/2016
Local and Regional Food Aid Procurement Program,Rule,Agriculture Department; Foreign Agricultural Service,"This document establishes rules to govern the award of funds by the Foreign Agricultural Service (FAS) to recipients under the USDA Local and Regional Food Aid Procurement Program (USDA LRP Program). Section 3206 of the Food, Conservation, and Energy Act of 2008, as amended by the Agricultural Act of 2014, provides that the Secretary of Agriculture will provide grants to, or enter into cooperative agreements with, eligible organizations to implement field-based projects that consist of local or regional procurements of eligible commodities in developing countries to provide development assistance and respond to food crises and disasters. The intended effects of the USDA LRP Program are to support development activities aimed at strengthening the trade capacity of food-insecure developing countries and to address the cause of chronic food insecurity. The regulation also addresses how emergency programming will be addressed.",81 FR 43006, 2016-15537,https://www.federalregister.gov/documents/2016/07/01/2016-15537/local-and-regional-food-aid-procurement-program,https://www.govinfo.gov/content/pkg/FR-2016-07-01/pdf/2016-15537.pdf,07/01/2016
"Notice of Intent To Prepare an Environmental Impact Statement for the North Branch Park River Watershed Plan, North Dakota",Notice,Agriculture Department; Natural Resources Conservation Service,"The Natural Resources Conservation Service (NRCS) North Dakota State Office, announces its intent to prepare an EIS for the North Branch Park River Watershed located within Pembina, Walsh, and Cavalier Counties, North Dakota. NRCS will examine alternative solutions through the EIS process to provide flood damage reduction and watershed protection. NRCS is requesting comments to identify significant issues, potential alternatives, information, and analyses relevant to the Proposed Action from all interested individuals, Federal and State Agencies and Tribes.",87 FR 76453, 2022-27077,https://www.federalregister.gov/documents/2022/12/14/2022-27077/notice-of-intent-to-prepare-an-environmental-impact-statement-for-the-north-branch-park-river,https://www.govinfo.gov/content/pkg/FR-2022-12-14/pdf/2022-27077.pdf,12/14/2022
"Notice of Intent To Prepare an Environmental Impact Statement for the Shortfoot Creek Watershed Plan, North Dakota",Notice,Agriculture Department; Natural Resources Conservation Service,"The Natural Resources Conservation Service (NRCS), North Dakota State Office, announces its intent to prepare an EIS for the Shortfoot Creek Watershed located within Sargent and Richland Counties, and North Dakota, Marshall and Roberts Counties, South Dakota. The proposed EIS will examine alternative solutions to provide flood damage reduction and watershed protection. NRCS is requesting comments to identify significant issues, potential alternatives, information, and analyses relevant to the proposed action from all interested individuals, Federal and State agencies, and Tribes.",90 FR 26962, 2025-11671,https://www.federalregister.gov/documents/2025/06/25/2025-11671/notice-of-intent-to-prepare-an-environmental-impact-statement-for-the-shortfoot-creek-watershed-plan,https://www.govinfo.gov/content/pkg/FR-2025-06-25/pdf/2025-11671.pdf,06/25/2025
"Mandatory Country of Origin Labeling of Beef, Pork, Lamb, Chicken, Goat Meat, Wild and Farm-Raised Fish and Shellfish, Perishable Agricultural Commodities, Peanuts, Pecans, Ginseng, and Macadamia Nuts",Rule,Agriculture Department; Agricultural Marketing Service,"This final rule amends the Country of Origin Labeling (COOL) regulations to change the labeling provisions for muscle cut covered commodities to provide consumers with more specific information and amends the definition for ""retailer"" to include any person subject to be licensed as a retailer under the Perishable Agricultural Commodities Act (PACA). The COOL regulations are issued pursuant to the Agricultural Marketing Act of 1946. The Agency is issuing this rule to make changes to the labeling provisions for muscle cut covered commodities to provide consumers with more specific information and other modifications to enhance the overall operation of the program.",78 FR 31367, 2013-12366,https://www.federalregister.gov/documents/2013/05/24/2013-12366/mandatory-country-of-origin-labeling-of-beef-pork-lamb-chicken-goat-meat-wild-and-farm-raised-fish,https://www.govinfo.gov/content/pkg/FR-2013-05-24/pdf/2013-12366.pdf,05/24/2013
Roadless Area Conservation; National Forest System Lands in Colorado,Rule,Agriculture Department; Forest Service,"The U.S. Department of Agriculture (USDA) is reinstating the North Fork Coal Mining Area exception to the Colorado Roadless Rule. The Colorado Roadless Rule is a State-specific rule that establishes management direction for the conservation of roadless area values and characteristics across approximately 4.2 million acres of land located within the State of Colorado in Roadless Areas on National Forest System (NFS) lands. The North Fork Coal Mining Area exception to the Colorado Roadless Rule provides for the construction of temporary roads, if needed, for coal exploration and coal-related surface activities in the 19,700-acre area defined as the North Fork Coal Mining Area. The Colorado Roadless Rule was promulgated on July 3, 2012, but the U.S. District Court for the State of Colorado ruled that the environmental analysis performed by the U.S. Forest Service on behalf of the USDA pursuant to the National Environmental Policy Act was deficient. The Forest Service prepared a Supplemental Environmental Impact Statement (SEIS) to respond to the specific deficiencies identified in that U.S. District Court ruling. In addition, an administrative correction is being conducted by the USDA for Colorado Roadless Area (CRA) boundaries associated with the North Fork Coal Mining Area based on updated information. The correction adds an additional 200 acres to the roadless area in the 2012 Colorado Roadless Rule. These boundary corrections address changes identified by new road survey information.",81 FR 91811, 2016-30406,https://www.federalregister.gov/documents/2016/12/19/2016-30406/roadless-area-conservation-national-forest-system-lands-in-colorado,https://www.govinfo.gov/content/pkg/FR-2016-12-19/pdf/2016-30406.pdf,12/19/2016
Noninsured Crop Disaster Assistance Program,Rule,Agriculture Department; Commodity Credit Corporation,"The Commodity Credit Corporation (CCC) is amending the regulations for the Noninsured Crop Disaster Assistance Program (NAP) to conform with policies implemented under the Food, Conservation, and Energy Act of 2008 (the 2008 Farm Bill). The amendments concern requirements for coverage of native sod, increases in service fees, the multiple benefits limitation of the program, payment and income limitations, and eligibility for aquaculture losses caused by drought. Also, the rule makes clarifying amendments regarding the eligibility of wheat, barley, oats, or triticale acreage used for grazing and regarding the eligibility of tropical crops for benefits. The rule also clarifies the eligibility requirements for coverage in tropical regions. The amendments in this rule have already been implemented administratively.",78 FR 21015, 2013-08168,https://www.federalregister.gov/documents/2013/04/09/2013-08168/noninsured-crop-disaster-assistance-program,https://www.govinfo.gov/content/pkg/FR-2013-04-09/pdf/2013-08168.pdf,04/09/2013
Raisins Produced From Grapes Grown in California; Temporary Relaxation of Substandard and Maturity Dockage Requirements,Rule,Agriculture Department; Agricultural Marketing Service,"This final rule adopts, without change, an interim final rule that temporarily changes the substandard and maturity dockage requirements for raisins covered under the Federal marketing order for raisins produced from grapes grown in California (Order). For the 2023- 2024 crop year, the minimum requirements for substandard and maturity dockage in the marketing order's handling regulations are relaxed to accommodate raisins adversely impacted by severe weather conditions.",89 FR 59819, 2024-16173,https://www.federalregister.gov/documents/2024/07/24/2024-16173/raisins-produced-from-grapes-grown-in-california-temporary-relaxation-of-substandard-and-maturity,https://www.govinfo.gov/content/pkg/FR-2024-07-24/pdf/2024-16173.pdf,07/24/2024
Forest Resource Coordinating Committee,Notice,Agriculture Department; Forest Service,"The Secretary of Agriculture (Secretary) intends to renew the charter for the Forest Resource Coordinating Committee (Committee) pursuant to section 8005 of the Food, Conservation, and Energy Act of 2008 (Act) (Pub. L. 110-246), and the Federal Advisory Committee Act (FACA), (5 U.S.C. App. 2). The Act passed into law as an amendment to the Cooperative Forestry Assistance Act of 1978 on June 18, 2008. The Committee is being renewed to continue coordinating non-industrial private forestry activities within the U.S. Department of Agriculture (USDA), State Agencies, and the private sector. The Secretary has determined that the work of the Committee is in the public interest and relevant to the duties of the USDA. Therefore, the Secretary is seeking nominations to fill vacancies on the Committee. Additional information concerning the Committee can be found on the Committee's Web site at: http://www.fs.fed.us/spf/coop/frcc/.",80 FR 37219, 2015-15991,https://www.federalregister.gov/documents/2015/06/30/2015-15991/forest-resource-coordinating-committee,https://www.govinfo.gov/content/pkg/FR-2015-06-30/pdf/2015-15991.pdf,06/30/2015
Common Crop Insurance Regulations; Sugar Beet Crop Insurance Provisions,Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Common Crop Insurance Regulations, Sugar Beet Crop Insurance Provisions (Crop Provisions) and makes amendments to the final rule, with request for comment, published in the Federal Register on September 10, 2018, that updated existing policy provisions and definitions to better reflect current agricultural practices. This final rule is amended based on comments received and other issues identified since implementation of the previous final rule. The changes will be effective for the 2020 and succeeding crop years in states with a November 30 contract change date and for the 2021 and succeeding crop years in all other states.",84 FR 65627, 2019-25844,https://www.federalregister.gov/documents/2019/11/29/2019-25844/common-crop-insurance-regulations-sugar-beet-crop-insurance-provisions,https://www.govinfo.gov/content/pkg/FR-2019-11-29/pdf/2019-25844.pdf,11/29/2019
"General Administrative Regulations; Catastrophic Risk Protection Endorsement; Area Risk Protection Insurance Regulations; and the Common Crop Insurance Regulations, Basic Provisions",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the General Administrative Regulations--Ineligibility for Programs under the Federal Crop Insurance Act, the Catastrophic Risk Protection Endorsement, the Area Risk Protection Insurance Regulations, and the Common Crop Insurance Regulations, Basic Provisions to revise those provisions affected by changes mandated by the Agricultural Act of 2014 (commonly referred to as the 2014 Farm Bill), enacted on February 7, 2014.",81 FR 42453, 2016-15327,https://www.federalregister.gov/documents/2016/06/30/2016-15327/general-administrative-regulations-catastrophic-risk-protection-endorsement-area-risk-protection,https://www.govinfo.gov/content/pkg/FR-2016-06-30/pdf/2016-15327.pdf,06/30/2016
"Saguache Ranger District, Rio Grande National Forest; Colorado; La Garita Hills Restoration Project",Notice,Agriculture Department; Forest Service,"The Saguache Ranger District, Rio Grande National Forest (USFS), and San Luis Valley Field Office, Bureau of Land Management (BLM), propose to conduct restoration activities on up to 90,000 acres within the 187,778 acre La Gartia Hills (LGH) analysis area; approximately 145,709 acres are managed by the USFS and 33,294 acres are managed by the BLM. All activities would occur only on federal lands. The analysis area is located west and northwest of the town of La Garita in Saguache County, in south central Colorado. Treatment activities could include mechanical thinning, hand thinning, mastication, hazard tree removal, salvage, prescribed fire, tree planting, and relocation of selected road segments. The treatments will be used singularly or in combination to transition the landscape towards long-term desired future conditions that are more characteristic of a resilient forest, as described in the Rio Grande National Forest and San Luis Resource Area Management Plans. Resilient landscapes are more resistant to droughts, insect outbreaks, diseases, potential large wildfires, and will also offer additional protection to identified values at risk including: adjacent private land and property, water quality, watershed health, transportation systems, recreation sites, wildlife habitats, heritage sites, and timber resources. The USFS is the lead agency for the Environmental Impact Statement and the BLM is participating as a cooperating agency.",79 FR 62412, 2014-24769,https://www.federalregister.gov/documents/2014/10/17/2014-24769/saguache-ranger-district-rio-grande-national-forest-colorado-la-garita-hills-restoration-project,https://www.govinfo.gov/content/pkg/FR-2014-10-17/pdf/2014-24769.pdf,10/17/2014
"Revision of Land Management Plan for Gila National Forest; Counties of Catron, Grant, Hidalgo, and Sierra, New Mexico",Notice,Agriculture Department; Forest Service,"As directed by the National Forest Management Act, the USDA Forest Service is revising the Gila National Forest's Land Management Plan (hereafter referred to as Forest Plan) through development of an associated National Environmental Policy Act (NEPA) Environmental Impact Statement (EIS). This notice describes the documents available for review and how to obtain them; summarizes the needs for change to the existing Forest Plan; provides information concerning public participation and collaboration, including the process for submitting comments; provides an estimated schedule for the planning process, including the time available for comments, and includes the names and addresses of agency contacts who can provide additional information.",82 FR 19198, 2017-08407,https://www.federalregister.gov/documents/2017/04/26/2017-08407/revision-of-land-management-plan-for-gila-national-forest-counties-of-catron-grant-hidalgo-and,https://www.govinfo.gov/content/pkg/FR-2017-04-26/pdf/2017-08407.pdf,04/26/2017
Raisins Produced From Grapes Grown in California; Temporary Relaxation of Substandard and Maturity Dockage Requirements,Rule,Agriculture Department; Agricultural Marketing Service,"This rule temporarily changes the substandard and maturity dockage requirements for raisins covered under the Federal marketing order for raisins produced from grapes grown in California (Order). For the 2023-2024 crop year, the minimum requirements for substandard and maturity dockage in the marketing order's handling regulations will be relaxed to accommodate raisins adversely impacted by severe weather conditions.",88 FR 85819, 2023-27095,https://www.federalregister.gov/documents/2023/12/11/2023-27095/raisins-produced-from-grapes-grown-in-california-temporary-relaxation-of-substandard-and-maturity,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27095.pdf,12/11/2023
"Lincoln National Forest; Lincoln, Otero, Eddy and Chaves Counties, New Mexico; Revision of the Land Management Plan for the Lincoln National Forest",Notice,Agriculture Department; Forest Service,"The USDA Forest Service is revising the Land Management Plan (Forest Plan) for the Lincoln National Forest and preparing an environmental impact statement (EIS). This notice describes the documents available for review and how to obtain them; summarizes the needs for change to the existing Forest Plan; identifies where a Preliminary Draft Forest Plan (detailed proposed action) can be obtained; provides information concerning public participation and collaboration, including the process for submitting comments; provides an estimated schedule for the planning process, including the time available for comments, and includes the names and addresses of agency contacts who can provide additional information.",84 FR 25029, 2019-11279,https://www.federalregister.gov/documents/2019/05/30/2019-11279/lincoln-national-forest-lincoln-otero-eddy-and-chaves-counties-new-mexico-revision-of-the-land,https://www.govinfo.gov/content/pkg/FR-2019-05-30/pdf/2019-11279.pdf,05/30/2019
Expanding Options for Specialty and Organic Growers (EOSOG),Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) is amending its regulations to expand the availability of enterprise and optional units. FCIC is also clarifying double cropping requirements when another plan of insurance does not require records of acreage and production. FCIC is removing burdensome written agreement requirements and setting new yield guarantee limits for new breaking acreage. In this rule, FCIC is providing flexibility and clarifying rules regarding assignment of indemnity and streamlining and shortening good farming practice determinations. FCIC is also clarifying the timing and method of yield reductions for several perennial crops, and allowing sunburn damaged walnuts to be eligible for indemnity payments through quality adjustment. The changes to the crop insurance policies resulting from the amendments in this rule are applicable for the 2025 and succeeding crop years for crops with a contract change date on or after June 30, 2024. For all other crops, the changes to the policies made in this rule are applicable for the 2026 and succeeding crop years.",89 FR 53822, 2024-13198,https://www.federalregister.gov/documents/2024/06/27/2024-13198/expanding-options-for-specialty-and-organic-growers-eosog,https://www.govinfo.gov/content/pkg/FR-2024-06-27/pdf/2024-13198.pdf,06/27/2024
Environmental Quality Incentives Program (EQIP),Rule,Agriculture Department; Natural Resources Conservation Service; Commodity Credit Corporation,This interim rule with request for comment amends the existing Environmental Quality Incentives Program (EQIP) regulation to incorporate programmatic changes as authorized by amendments in the Agricultural Act of 2014 (2014 Act).,79 FR 73954, 2014-28941,https://www.federalregister.gov/documents/2014/12/12/2014-28941/environmental-quality-incentives-program-eqip,https://www.govinfo.gov/content/pkg/FR-2014-12-12/pdf/2014-28941.pdf,12/12/2014
"Revision of Land and Resource Management Plan for the Tonto National Forest; Counties of Coconino, Gila, Maricopa, Pinal, and Yavapai, Arizona",Notice,Agriculture Department; Forest Service,"As directed by the National Forest Management Act, the USDA Forest Service is revising the existing Tonto National Forest's Land and Resource Management Plan (hereafter referred to as Forest Plan) through development of an associated National Environmental Policy Act (NEPA) Environmental Impact Statement (EIS). This notice describes the documents available for review and how to obtain them; summarizes the needs to change to the existing Forest Plan; provides information concerning public participation and collaboration, including the process for submitting comments; provides an estimated schedule for the planning process, including the time available for comments; and includes the names and addresses of agency contacts who can provide additional information.",82 FR 16779, 2017-06788,https://www.federalregister.gov/documents/2017/04/06/2017-06788/revision-of-land-and-resource-management-plan-for-the-tonto-national-forest-counties-of-coconino,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06788.pdf,04/06/2017
National Forest System Land Management Planning,Rule,Agriculture Department; Forest Service,"The U.S. Department of Agriculture is amending regulations pertaining to the National Forest System Land Management Planning. This final rule amends the 2012 rule and is intended to clarify the Department's direction for plan amendments, including direction for amending land management plans developed under the 1982 rule.",81 FR 90723, 2016-30191,https://www.federalregister.gov/documents/2016/12/15/2016-30191/national-forest-system-land-management-planning,https://www.govinfo.gov/content/pkg/FR-2016-12-15/pdf/2016-30191.pdf,12/15/2016
Beef Promotion and Research; Reapportionment,Rule,Agriculture Department; Agricultural Marketing Service,"This rule adjusts representation on the Cattlemen's Beef Promotion and Research Board (Board), established under the Beef Promotion and Research Act of 1985 (Act), to reflect changes in cattle inventories as well as cattle and beef imports that have occurred since the most recent Board reapportionment rule became effective in July 2011. These adjustments are required by the Beef Promotion and Research Order (Order) and result in a decrease in Board membership from 103 to 100, effective with the U.S. Department of Agriculture's (USDA) appointments for terms beginning early in the year 2015. The rule also makes technical amendments to update and correct information in the Order and regulations.",79 FR 46961, 2014-19029,https://www.federalregister.gov/documents/2014/08/12/2014-19029/beef-promotion-and-research-reapportionment,https://www.govinfo.gov/content/pkg/FR-2014-08-12/pdf/2014-19029.pdf,08/12/2014
Expanding Access to Risk Protection (EARP),Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) is amending its regulations to implement changes required by the One Big Beautiful Bill Act and to update, streamline, and clarify several crop insurance policies. The changes include clarifying the harvest price methodology, deregulating regionalized program dates and moving that information to the Special Provisions, removing regulatory barriers to direct marketing, incorporating quality adjustment and claims processes, updating FCIC contact information used to request interpretations of policy, and making plain language clarifications and corrections to Subpart X--Interpretations of Statutory Provisions, Policy Provisions, and Procedures; the Area Risk Protection Insurance, Basic Provisions; the Common Crop Insurance Policy, Basic Provisions; and several Crop Provisions. In addition, the changes include removing buy-up coverage for prevented planting in the crop insurance program. The changes will be effective for the 2026 and succeeding crop years for crops with a contract change date on or after November 30, 2025. For all other crops, the changes to the policies made in this rule are applicable for the 2027 and succeeding crop years.",90 FR 54523, 2025-21482,https://www.federalregister.gov/documents/2025/11/28/2025-21482/expanding-access-to-risk-protection-earp,https://www.govinfo.gov/content/pkg/FR-2025-11-28/pdf/2025-21482.pdf,11/28/2025
Removal of Emerald Ash Borer Domestic Quarantine Regulations,Rule,Agriculture Department; Animal and Plant Health Inspection Service,We are removing the domestic quarantine regulations for the plant pest emerald ash borer. This action will discontinue the domestic regulatory component of the emerald ash borer program as a means to more effectively direct available resources toward management and containment of the pest. Funding previously allocated to the implementation and enforcement of these domestic quarantine regulations will instead be directed to nonregulatory options to mitigate and control the pest.,85 FR 81085, 2020-26734,https://www.federalregister.gov/documents/2020/12/15/2020-26734/removal-of-emerald-ash-borer-domestic-quarantine-regulations,https://www.govinfo.gov/content/pkg/FR-2020-12-15/pdf/2020-26734.pdf,12/15/2020
Conservation Reserve Program,Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"This rule amends the Conservation Reserve Program (CRP) regulations to implement provisions of the Agricultural Act of 2014 (the 2014 Farm Bill). This rule specifies eligibility requirements for enrollment of grassland in CRP and adds references to veteran farmers and ranchers to the provisions for Transition Incentives Program contracts, among other changes. The provisions in this rule for eligible land primarily apply to new CRP offers and contracts. For existing contracts, this rule provides additional voluntary options for permissive uses, early terminations, conservation and land improvements, and incentive payments for tree thinning. This rule also makes conforming changes to provisions applicable to multiple Farm Service Agency (FSA) and Commodity Credit Corporation (CCC) programs, which include CRP, administered by FSA, including acreage report requirements, compliance monitoring, and equitable relief provisions.",80 FR 41987, 2015-17317,https://www.federalregister.gov/documents/2015/07/16/2015-17317/conservation-reserve-program,https://www.govinfo.gov/content/pkg/FR-2015-07-16/pdf/2015-17317.pdf,07/16/2015
Agricultural Water Enhancement Program,Notice,Agriculture Department; Commodity Credit Corporation,"Section 2510 of the Food, Conservation, and Energy Act of 2008 (2008 Act) established the Agricultural Water Enhancement Program (AWEP) by amending section 1240I of the Food Security Act of 1985. The Secretary of Agriculture delegated the authority for AWEP to the Chief of the Natural Resources Conservation Service (NRCS), who is Vice President of the Commodity Credit Corporation (CCC). NRCS is an agency of the Department of Agriculture (USDA). Effective upon publication of this notice, NRCS announces the availability of approximately $20.7 million in AWEP financial assistance during fiscal year (FY) 2010 to support new AWEP projects. The AWEP is a voluntary conservation initiative that provides financial and technical assistance to agricultural producers to implement agricultural water enhancement activities on agricultural land for the purposes of conserving surface and ground water and improving water quality. As part of the Environmental Quality Incentives Program (EQIP), AWEP operates through program contracts with producers to plan and implement conservation practices in project areas established through partnership agreements. The purpose of this notice is to inform agricultural producers of the potential availability of program funds and to solicit proposals from potential partners seeking partnership agreements with the Chief to promote the conservation of ground and surface water and the improvement of water quality. This is not a grant program to partners, and all Federal funding offered through this authority will be paid directly to agricultural producers through individual contract agreements.",75 FR 16719, 2010-7515,https://www.federalregister.gov/documents/2010/04/02/2010-7515/agricultural-water-enhancement-program,https://www.govinfo.gov/content/pkg/FR-2010-04-02/pdf/2010-7515.pdf,04/02/2010
Common Crop Insurance Policy Basic Provisions (7 CFR 457.8),Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the Common Crop Insurance Policy Basic Provisions (Basic Provisions) and makes amendments to the final rule, with request for comment, published in the Federal Register on June 22, 2016, that clarified and revised the policy definition of ""practical to replant"" and ""replanted crop,"" and policy provisions regarding double cropping. The changes to the policy made in this rule are applicable for the 2018 and succeeding crop years for all crops with a contract change date on or after the effective date of the rule, and for the 2019 and succeeding crop years for all crops with a contract change date prior to the effective date of the rule.",82 FR 28983, 2017-13242,https://www.federalregister.gov/documents/2017/06/27/2017-13242/common-crop-insurance-policy-basic-provisions-7-cfr-4578,https://www.govinfo.gov/content/pkg/FR-2017-06-27/pdf/2017-13242.pdf,06/27/2017
Noninsured Crop Disaster Assistance Program,Rule,Agriculture Department; Farm Service Agency; Commodity Credit Corporation,"This rule implements changes to the Noninsured Crop Disaster Assistance Program (NAP) as required by the Agricultural Act of 2014 (the 2014 Farm Bill), including changes to eligible crops, provisions governing eligibility of native sod acreage, additional coverage levels, and waivers of service fees and premium reductions for beginning, limited resource, and socially disadvantaged producers. This rule also clarifies requirements for eligible types and causes of loss and expands coverage for eligible mollusk and other aquaculture losses. This rule clarifies that the Farm Service Agency (FSA) may set separate market prices for organic crops and for direct to consumer sales. The changes are relatively minor and do not change the core purpose of NAP, which is to provide financial assistance to producers of non-insurable crops when low yield, loss of inventory, or prevented planting occurs due to a natural disaster.",79 FR 74562, 2014-29082,https://www.federalregister.gov/documents/2014/12/15/2014-29082/noninsured-crop-disaster-assistance-program,https://www.govinfo.gov/content/pkg/FR-2014-12-15/pdf/2014-29082.pdf,12/15/2014
"Livestock Forage Disaster Program and Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish; Supplemental Agricultural Disaster Assistance",Rule,Agriculture Department; Farm Service Agency,"This rule implements specific requirements for the Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP) and the Livestock Forage Disaster Program (LFP) authorized by the Food, Conservation, and Energy Act of 2008 (2008 Farm Bill). LFP provides payments to eligible livestock producers that have suffered livestock grazing losses due to qualifying drought or fire. For drought, the losses must have occurred on land that is native or improved pastureland with permanent vegetative cover or is planted to a crop planted specifically for grazing for covered livestock due to a qualifying drought during the normal grazing period for the county. For fire, LFP provides payments to eligible livestock producers that have suffered grazing losses on rangeland managed by a Federal agency if the eligible livestock producer is prohibited by the Federal agency from grazing the normal permitted livestock on the managed rangeland due to a qualifying fire. ELAP provides emergency assistance to eligible producers of livestock, honeybees, and farm-raised fish that have losses due to disease, adverse weather, or other conditions, including losses due to blizzards and wildfires, as determined by the Secretary. ELAP assistance is for losses not covered under other Supplemental Agricultural Disaster Assistance Payment programs established by the 2008 Farm Bill, specifically LFP, Livestock Indemnity Program (LIP), and Supplemental Revenue Assistance Program (SURE). Eligible LFP and ELAP losses must have occurred on or after January 1, 2008, and before October 1, 2011. This rule specifies how LFP and ELAP payments are calculated, what losses are eligible, and when producers may apply for payments.",74 FR 46665, E9-21906,https://www.federalregister.gov/documents/2009/09/11/E9-21906/livestock-forage-disaster-program-and-emergency-assistance-for-livestock-honeybees-and-farm-raised,https://www.govinfo.gov/content/pkg/FR-2009-09-11/pdf/E9-21906.pdf,09/11/2009
Proposed Directives for National Best Management Practices (BMPs) for Water Quality Protection on National Forest System (NFS) Lands,Notice,Agriculture Department; Forest Service,"The Forest Service proposes to revise Forest Service Manual (FSM 2500) and Handbook (FSH 2509.19) directives for best management practices (BMPs) for water quality protection on National Forest System (NFS) lands to establish a National system of BMPs and associated monitoring protocols and require their use on NFS lands in order to meet existing mandates under the Federal Water Pollution Control Act Amendments of 1972 (Clean Water Act) (Pub. L. 92-500) and corresponding State laws. The National system of BMPs would provide a systematic approach to protect water quality from land and resource management activities taking place on National forests and grasslands and utilize suitable monitoring, and established Regional, State, Tribal, and local BMPs. These proposed revisions would help ensure the consistent use and monitoring of BMPs and provide appropriate analyses for evaluating BMP implementation and effectiveness on a regular basis. Public comment is invited and will be considered in development of the final directives.",79 FR 25824, 2014-10363,https://www.federalregister.gov/documents/2014/05/06/2014-10363/proposed-directives-for-national-best-management-practices-bmps-for-water-quality-protection-on,https://www.govinfo.gov/content/pkg/FR-2014-05-06/pdf/2014-10363.pdf,05/06/2014
"Submission of Policies, Provisions of Policies, Rates of Premium, and Non-Reinsured Supplemental Policies",Rule,Agriculture Department; Federal Crop Insurance Corporation,"The Federal Crop Insurance Corporation (FCIC) finalizes the General Administrative Regulation--Subpart V--Submission of Policies, Provisions of Policies, Rates of Premium, and Non-Reinsured Supplemental Policies. The intended effect of this action is to incorporate legislative changes to the Federal Crop Insurance Act (Act) stemming from the Agricultural Act of 2014, clarify existing regulations, lessen the burden on submitters of crop insurance policies, provisions of policies, or rates of premium under section 508(h) of the Act, provide guidance on the submission and payment for concept proposals under section 522 of the Act, provide provisions for submission and approval of index-based weather plans of insurance as authorized by section 523(i) of the Act, and to incorporate changes that are consistent with those made in the Common Crop Insurance Policy Basic Provisions (Basic Provisions).",81 FR 53658, 2016-18743,https://www.federalregister.gov/documents/2016/08/12/2016-18743/submission-of-policies-provisions-of-policies-rates-of-premium-and-non-reinsured-supplemental,https://www.govinfo.gov/content/pkg/FR-2016-08-12/pdf/2016-18743.pdf,08/12/2016
