title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
New Source Performance Standards Review for Secondary Lead Smelters,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing amendments to the new source performance standards (NSPS) for secondary lead smelters pursuant to the periodic review required by the Clean Air Act (CAA). Specifically, the EPA is finalizing revisions to the NSPS that applies to affected secondary lead smelters constructed, reconstructed, or modified after December 1, 2022 (NSPS subpart La). The EPA is also finalizing amendments to the NSPS for secondary lead smelters constructed, reconstructed, or modified after June 11, 1973, and on or before December 1, 2022, (NSPS subpart L). In addition, we are finalizing the use of EPA Method 22 (Visual Determination of Fugitive Emissions from Material Sources and Smoke Emissions from Flares) as an alternative for demonstrating compliance with the opacity limit.",88 FR 80594, 2023-25275,https://www.federalregister.gov/documents/2023/11/20/2023-25275/new-source-performance-standards-review-for-secondary-lead-smelters,https://www.govinfo.gov/content/pkg/FR-2023-11-20/pdf/2023-25275.pdf,11/20/2023
"Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources; Amendments",Rule,Environmental Protection Agency,"This action finalizes amendments of certain requirements that are contained within the final rule titled ""Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources,"" published in the Federal Register on June 3, 2016 (2016 Rule). The Environmental Protection Agency (EPA) is finalizing amendments of two narrow provisions of the requirements for the collection of fugitive emission components at well sites and compressor stations: Removes the requirement for completion of delayed repair during unscheduled or emergency vent blowdowns, and provides separate monitoring requirements for well sites located on the Alaskan North Slope.",83 FR 10628, 2018-04431,https://www.federalregister.gov/documents/2018/03/12/2018-04431/oil-and-natural-gas-sector-emission-standards-for-new-reconstructed-and-modified-sources-amendments,https://www.govinfo.gov/content/pkg/FR-2018-03-12/pdf/2018-04431.pdf,03/12/2018
Federal â€œGood Neighbor Planâ€?for the 2015 Ozone National Ambient Air Quality Standards,Rule,Environmental Protection Agency,"This action finalizes Federal Implementation Plan (FIP) requirements to address 23 states' obligations to eliminate significant contribution to nonattainment, or interference with maintenance, of the 2015 ozone National Ambient Air Quality Standards (NAAQS) in other states. The U.S. Environmental Protection Agency (EPA) is taking this action under the ""good neighbor"" or ""interstate transport"" provision of the Clean Air Act (CAA or Act). The Agency is defining the amount of ozone-precursor emissions (specifically, nitrogen oxides) that constitute significant contribution to nonattainment and interference with maintenance from these 23 states. With respect to fossil fuel-fired power plants in 22 states, this action will prohibit those emissions by implementing an allowance-based trading program beginning in the 2023 ozone season. With respect to certain other industrial stationary sources in 20 states, this action will prohibit those emissions through emissions limitations and associated requirements beginning in the 2026 ozone season. These industrial source types are: reciprocating internal combustion engines in Pipeline Transportation of Natural Gas; kilns in Cement and Cement Product Manufacturing; reheat furnaces in Iron and Steel Mills and Ferroalloy Manufacturing; furnaces in Glass and Glass Product Manufacturing; boilers in Iron and Steel Mills and Ferroalloy Manufacturing, Metal Ore Mining, Basic Chemical Manufacturing, Petroleum and Coal Products Manufacturing, and Pulp, Paper, and Paperboard Mills; and combustors and incinerators in Solid Waste Combustors and Incinerators.",88 FR 36654, 2023-05744,https://www.federalregister.gov/documents/2023/06/05/2023-05744/federal-good-neighbor-plan-for-the-2015-ozone-national-ambient-air-quality-standards,https://www.govinfo.gov/content/pkg/FR-2023-06-05/pdf/2023-05744.pdf,06/05/2023
Phasedown of Hydrofluorocarbons: Management of Certain Hydrofluorocarbons and Substitutes Under the American Innovation and Manufacturing Act of 2020,Rule,Environmental Protection Agency,"The U.S. Environmental Protection Agency is issuing regulations to implement certain provisions of the American Innovation and Manufacturing Act of 2020. This rulemaking establishes an emissions reduction and reclamation program for the management of hydrofluorocarbons that includes requirements for leak repair and installation and use of automatic leak detection systems for certain equipment using refrigerants containing hydrofluorocarbons and certain substitutes; the servicing and/or repair of certain refrigerant- containing equipment to be done with reclaimed hydrofluorocarbons; the initial installation and servicing and/or repair of fire suppression equipment to be done with recycled hydrofluorocarbons, technician training, and recycling of hydrofluorocarbons prior to the disposal of fire suppression equipment containing hydrofluorocarbons; removal of hydrofluorocarbons from disposable cylinders before discarding them; and certain recordkeeping, reporting, and labeling requirements. In addition, EPA is establishing alternative Resource Conservation and Recovery Act standards for certain ignitable spent refrigerants being recycled for reuse.",89 FR 82682, 2024-21967,https://www.federalregister.gov/documents/2024/10/11/2024-21967/phasedown-of-hydrofluorocarbons-management-of-certain-hydrofluorocarbons-and-substitutes-under-the,https://www.govinfo.gov/content/pkg/FR-2024-10-11/pdf/2024-21967.pdf,10/11/2024
Final National Pollutant Discharge Elimination System (NPDES) General Permit for Stormwater Discharges From Construction Activities,Notice,Environmental Protection Agency,"All ten EPA Regions today are issuing the 2017 National Pollutant Discharge Elimination System (NPDES) general permit for stormwater discharges from construction activities to waters of the United States, also referred to as the ""2017 Construction General Permit (CGP)."" The 2017 CGP replaces the existing general permit (the ""2012 CGP"") covering stormwater discharges from construction activities that expires on February 16, 2017. EPA is issuing this permit for five (5) years, during which time the permit will make available coverage to eligible operators in all areas of the country where EPA is the NPDES permitting authority. This Federal Register notice describes the 2017 CGP in general and provides a summary of the significant changes from the 2012 CGP.",82 FR 6534, 2017-01231,https://www.federalregister.gov/documents/2017/01/19/2017-01231/final-national-pollutant-discharge-elimination-system-npdes-general-permit-for-stormwater-discharges,https://www.govinfo.gov/content/pkg/FR-2017-01-19/pdf/2017-01231.pdf,01/19/2017
Revised Definition of â€œWaters of the United Statesâ€? Conforming,Rule,Defense Department; Engineers Corps; Environmental Protection Agency,"The Environmental Protection Agency (EPA) and the Department of the Army (""the agencies"") are amending the Code of Federal Regulations (CFR) to conform the definition of ""waters of the United States"" to a 2023 Supreme Court decision. This conforming rule amends the provisions of the agencies' definition of ""waters of the United States"" that are invalid under the Supreme Court's interpretation of the Clean Water Act in the 2023 decision.",88 FR 61964, 2023-18929,https://www.federalregister.gov/documents/2023/09/08/2023-18929/revised-definition-of-waters-of-the-united-states-conforming,https://www.govinfo.gov/content/pkg/FR-2023-09-08/pdf/2023-18929.pdf,09/08/2023
National Pollutant Discharge Elimination System (NPDES) 2021 Issuance of the Multi-Sector General Permit for Stormwater Discharges Associated With Industrial Activity,Notice,Environmental Protection Agency,"All 10 of the Environmental Protection Agency's (EPA) Regions are finalizing the 2021 National Pollutant Discharge Elimination System (NPDES) general permit for stormwater discharges associated with industrial activity, also referred to as the ""2021 Multi-Sector General Permit (MSGP)"" or the ""final permit."" This final permit replaces EPA's administratively continued 2015 MSGP that expired on June 3, 2020. EPA is issuing this permit for five (5) years to provide permit coverage to eligible operators in all areas of the country where EPA is the NPDES permitting authority, including Idaho (until July 1, 2021), Massachusetts, New Hampshire, New Mexico, Indian country lands, Puerto Rico, the District of Columbia, and most U.S. territories and protectorates. This Federal Register document summarizes the final permit. EPA encourages the public to read the final permit and accompanying fact sheet to better understand the final permit. The final permit and fact sheet can be found at https://www.epa.gov/npdes/ stormwater-discharges-industrial-activities.",86 FR 10269, 2021-03391,https://www.federalregister.gov/documents/2021/02/19/2021-03391/national-pollutant-discharge-elimination-system-npdes-2021-issuance-of-the-multi-sector-general,https://www.govinfo.gov/content/pkg/FR-2021-02-19/pdf/2021-03391.pdf,02/19/2021
Treatment of Data Influenced by Exceptional Events,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing revisions to certain sections within the regulations that govern the exclusion of event-influenced air quality data from certain regulatory decisions under the Clean Air Act (CAA). The EPA's mission includes preserving and improving the quality of our nation's ambient air to protect human health and the environment, and the CAA and the EPA's regulations rely heavily on ambient air quality data. However, the CAA also recognizes that it may not be appropriate to use the monitoring data influenced by ""exceptional"" events that are collected by the ambient air quality monitoring network when making certain regulatory determinations. When ""exceptional"" events cause exceedances or violations of the national ambient air quality standards (NAAQS) that subsequently affect certain regulatory decisions, the normal planning and regulatory process established by the CAA may not be appropriate. This final rule contains definitions, procedural requirements, requirements for air agency demonstrations, criteria for the EPA's approval of the exclusion of event-influenced air quality data and requirements for air agencies to take appropriate and reasonable actions to protect public health from exceedances or violations of the NAAQS. It reflects the experiences of the EPA, state, local and tribal air agencies, federal land managers and other stakeholders in implementing this program over the past 10 years. These regulatory revisions, the EPA's commitment to improved communications, our focus on decisions with regulatory significance, and the expressed non- binding guidance in the preamble regarding recommendations for demonstration narrative and analyses to include in demonstration packages, protect human health and the environment while providing needed clarity, increasing the administrative efficiency of demonstration submittal process, and removing some of the challenges associated with implementing the Exceptional Events Rule. As part of the EPA's mission to protect public health, this action promulgates new requirements for mitigation plans for areas with known, recurring events. We are simultaneously using this action to provide written notification to those states with areas that are initially subject to these new requirements. In addition to finalizing revisions to the Exceptional Events Rule, the EPA is also announcing the availability of the final version of the non-binding guidance document titled Guidance on the Preparation of Exceptional Events Demonstrations for Wildfire Events that May Influence Ozone Concentrations, which applies the rule revisions to wildfire events that could influence monitored ozone concentrations.",81 FR 68216, 2016-22983,https://www.federalregister.gov/documents/2016/10/03/2016-22983/treatment-of-data-influenced-by-exceptional-events,https://www.govinfo.gov/content/pkg/FR-2016-10-03/pdf/2016-22983.pdf,10/03/2016
Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act; Safer Communities by Chemical Accident Prevention,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is amending its Risk Management Program (RMP) regulations as a result of Agency review. The revisions include several changes and amplifications to the accident prevention program requirements, enhancements to the emergency preparedness requirements, improvements to the public availability of chemical hazard information, and several other changes to certain regulatory definitions or points of clarification. As major and other serious and concerning RMP accidents continue to occur, the record shows and EPA believes that this final rule will help further protect human health and the environment from chemical hazards through advancement of process safety based on lessons learned. These amendments seek to improve chemical process safety; assist in planning, preparedness, and response to Risk Management Program-reportable accidents; and improve public awareness of chemical hazards at regulated sources. While many of the provisions of this final rule reinforce each other, it is EPA's intent that each one is merited on its own, and thus severable.",89 FR 17622, 2024-04458,https://www.federalregister.gov/documents/2024/03/11/2024-04458/accidental-release-prevention-requirements-risk-management-programs-under-the-clean-air-act-safer,https://www.govinfo.gov/content/pkg/FR-2024-03-11/pdf/2024-04458.pdf,03/11/2024
Notice of Funding Availability (NOFA) for Applications for Credit Assistance Under the Water Infrastructure Finance and Innovation Act (WIFIA) Program,Notice,Environmental Protection Agency,"In the Consolidated Appropriations Act, 2018, signed by the President on March 23, 2018, Congress provided at least $55 million in budget authority for the Water Infrastructure Finance and Innovation Act of 2014 (WIFIA) program to cover the subsidy required to provide a much larger amount of credit assistance. The Environmental Protection Agency (EPA) estimates that this budget authority may provide approximately $5.5 billion in credit assistance and may finance approximately $11 billion in water infrastructure investment, while covering increased costs associated with implementing a larger program. The purpose of this notice of funding availability (NOFA) is to solicit letters of interest (LOIs) from prospective borrowers seeking credit assistance from EPA.",83 FR 15828, 2018-07513,https://www.federalregister.gov/documents/2018/04/12/2018-07513/notice-of-funding-availability-nofa-for-applications-for-credit-assistance-under-the-water,https://www.govinfo.gov/content/pkg/FR-2018-04-12/pdf/2018-07513.pdf,04/12/2018
National Emission Standards for Hazardous Air Pollutants: Stationary Combustion Turbines Residual Risk and Technology Review,Rule,Environmental Protection Agency,"This action finalizes the residual risk and technology review (RTR) conducted for the Stationary Combustion Turbines source category regulated under national emission standards for hazardous air pollutants (NESHAP). In addition, we are taking final action addressing requirements during periods of startup, shutdown, and malfunction (SSM) and to add electronic reporting requirements. The EPA is finalizing our proposed determination that the risks from this source category due to emissions of air toxics are acceptable and that the existing NESHAP provides an ample margin of safety to protect public health. The EPA is also finalizing our proposed determination that we identified no new cost-effective controls under the technology review that would achieve further emissions reductions from the source category.",85 FR 13524, 2020-02714,https://www.federalregister.gov/documents/2020/03/09/2020-02714/national-emission-standards-for-hazardous-air-pollutants-stationary-combustion-turbines-residual,https://www.govinfo.gov/content/pkg/FR-2020-03-09/pdf/2020-02714.pdf,03/09/2020
"Oil Pollution Prevention; Spill Prevention, Control, and Countermeasure (SPCC) Rule-Compliance Date Amendment for Farms",Rule,Environmental Protection Agency,"EPA is taking direct final action to amend the date by which farms must prepare or amend, and implement their Spill Prevention, Control, and Countermeasure Plans to May 10, 2013.",76 FR 64245, 2011-27047,https://www.federalregister.gov/documents/2011/10/18/2011-27047/oil-pollution-prevention-spill-prevention-control-and-countermeasure-spcc-rule-compliance-date,https://www.govinfo.gov/content/pkg/FR-2011-10-18/pdf/2011-27047.pdf,10/18/2011
Multi-Pollutant Emissions Standards for Model Years 2027 and Later Light-Duty and Medium-Duty Vehicles,Rule,Environmental Protection Agency,"Under the Clean Air Act, the Environmental Protection Agency (EPA) is establishing new, more protective emissions standards for criteria pollutants and greenhouse gases (GHG) for light-duty vehicles and Class 2b and 3 (""medium-duty"") vehicles that will phase-in over model years 2027 through 2032. In addition, EPA is finalizing GHG program revisions in several areas, including off-cycle and air conditioning credits, the treatment of upstream emissions associated with zero-emission vehicles and plug-in hybrid electric vehicles in compliance calculations, medium-duty vehicle incentive multipliers, and vehicle certification and compliance. EPA is also establishing new standards to control refueling emissions from incomplete medium-duty vehicles, and battery durability and warranty requirements for light- duty and medium-duty electric and plug-in hybrid electric vehicles. EPA is also finalizing minor amendments to update program requirements related to aftermarket fuel conversions, importing vehicles and engines, evaporative emission test procedures, and test fuel specifications for measuring fuel economy.",89 FR 27842, 2024-06214,https://www.federalregister.gov/documents/2024/04/18/2024-06214/multi-pollutant-emissions-standards-for-model-years-2027-and-later-light-duty-and-medium-duty,https://www.govinfo.gov/content/pkg/FR-2024-04-18/pdf/2024-06214.pdf,04/18/2024
Effluent Limitations Guidelines and Standards for the Construction and Development Point Source Category,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing changes to the effluent limitations guidelines and standards for the Construction and Development point source category. EPA is promulgating these changes pursuant to a settlement agreement to resolve litigation. This final rule withdraws the numeric discharge standards, which are currently stayed, and changes several of the non-numeric provisions of the existing rule.",79 FR 12661, 2014-04612,https://www.federalregister.gov/documents/2014/03/06/2014-04612/effluent-limitations-guidelines-and-standards-for-the-construction-and-development-point-source,https://www.govinfo.gov/content/pkg/FR-2014-03-06/pdf/2014-04612.pdf,03/06/2014
Draft National Pollutant Discharge Elimination System (NPDES) General Permit for Stormwater Discharges From Construction Activities,Notice,Environmental Protection Agency,"All 10 EPA Regions are proposing for public comment on the draft 2017 National Pollutant Discharge Elimination System (NPDES) general permit for stormwater discharges from construction activities, also referred to as the ""2017 Construction General Permit (CGP)"" or the ""draft permit."" The draft permit, once finalized, will replace the existing general permit covering stormwater discharges from construction activities that will expire on February 16, 2017. EPA proposes to issue this permit for five (5) years, and to provide permit coverage to eligible operators in all areas of the country where EPA is the NPDES permitting authority, including Idaho, Massachusetts, New Hampshire, and New Mexico, Indian country lands, Puerto Rico, the District of Columbia, and most U.S. territories and protectorates. EPA seeks comment on the draft permit and on the accompanying fact sheet, which contains supporting documentation. This Federal Register document describes the draft permit in general and also includes specific topics on which the Agency is particularly seeking comment. EPA encourages the public to read the fact sheet to better understand the draft permit. The fact sheet and draft permit can be found at https://www.epa.gov/npdes/stormwater-discharges- construction-activities.",81 FR 21328, 2016-08276,https://www.federalregister.gov/documents/2016/04/11/2016-08276/draft-national-pollutant-discharge-elimination-system-npdes-general-permit-for-stormwater-discharges,https://www.govinfo.gov/content/pkg/FR-2016-04-11/pdf/2016-08276.pdf,04/11/2016
Supplemental Effluent Limitations Guidelines and Standards for the Steam Electric Power Generating Point Source Category,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA or the Agency) is finalizing a Clean Water Act regulation to revise the technology-based effluent limitations guidelines and standards (ELGs) for the steam electric power generating point source category applicable to flue gas desulfurization (FGD) wastewater, bottom ash (BA) transport water and legacy wastewater at existing sources, and combustion residual leachate (CRL) at new and existing sources. Last updated in 2015 and 2020, this regulation is estimated to cost an additional $536 million to $1.1 billion dollars annually in social costs and reduce pollutant discharges by an additional approximately 660 to 672 million pounds per year.",89 FR 40198, 2024-09185,https://www.federalregister.gov/documents/2024/05/09/2024-09185/supplemental-effluent-limitations-guidelines-and-standards-for-the-steam-electric-power-generating,https://www.govinfo.gov/content/pkg/FR-2024-05-09/pdf/2024-09185.pdf,05/09/2024
2017 and Later Model Year Light-Duty Vehicle Greenhouse Gas Emissions and Corporate Average Fuel Economy Standards,Rule,Environmental Protection Agency; Transportation Department; National Highway Traffic Safety Administration,"EPA and NHTSA, on behalf of the Department of Transportation, are issuing final rules to further reduce greenhouse gas emissions and improve fuel economy for light-duty vehicles for model years 2017 and beyond. On May 21, 2010, President Obama issued a Presidential Memorandum requesting that NHTSA and EPA develop through notice and comment rulemaking a coordinated National Program to improve fuel economy and reduce greenhouse gas emissions of light-duty vehicles for model years 2017-2025, building on the success of the first phase of the National Program for these vehicles for model years 2012-2016. This final rule, consistent with the President's request, responds to the country's critical need to address global climate change and to reduce oil consumption. NHTSA is finalizing Corporate Average Fuel Economy standards for model years 2017-2021 and issuing augural standards for model years 2022-2025 under the Energy Policy and Conservation Act, as amended by the Energy Independence and Security Act. NHTSA will set final standards for model years 2022-2025 in a future rulemaking. EPA is finalizing greenhouse gas emissions standards for model years 2017- 2025 under the Clean Air Act. These standards apply to passenger cars, light-duty trucks, and medium-duty passenger vehicles, and represent the continuation of a harmonized and consistent National Program. Under the National Program automobile manufacturers will be able to continue building a single light-duty national fleet that satisfies all requirements under both programs while ensuring that consumers still have a full range of vehicle choices that are available today. EPA is also finalizing minor changes to the regulations applicable to model years 2012-2016, with respect to air conditioner performance, nitrous oxides measurement, off-cycle technology credits, and police and emergency vehicles.",77 FR 62624, 2012-21972,https://www.federalregister.gov/documents/2012/10/15/2012-21972/2017-and-later-model-year-light-duty-vehicle-greenhouse-gas-emissions-and-corporate-average-fuel,https://www.govinfo.gov/content/pkg/FR-2012-10-15/pdf/2012-21972.pdf,10/15/2012
"Federal Plan Requirements for Commercial and Industrial Solid Waste Incineration Units That Commenced Construction On or Before June 4, 2010 and Have Not Been Modified or Reconstructed Since August 7, 2013",Rule,Environmental Protection Agency,"This action finalizes the Federal plan for existing commercial and industrial solid waste incineration units (CISWI). This final action implements the U.S. Environmental Protection Agency's (EPA) emission guidelines adopted on February 7, 2013, as amended on June 23, 2016, and on April 16, 2019, in states that do not have an approved state plan implementing the emission guidelines in place by the effective date of this Federal plan. The implementation of the emission guidelines will result in emissions reductions of the regulated pollutants including cadmium, hydrogen chloride, lead, mercury, carbon monoxide, nitrogen oxides, particulate matter, and sulfur dioxide from the affected CISWI. This final action is also revising the definition of ""small, remote incinerator"" to reflect new statutory prohibitions on the implementation of CISWI standards to units in the State of Alaska.",89 FR 100092, 2024-26650,https://www.federalregister.gov/documents/2024/12/11/2024-26650/federal-plan-requirements-for-commercial-and-industrial-solid-waste-incineration-units-that,https://www.govinfo.gov/content/pkg/FR-2024-12-11/pdf/2024-26650.pdf,12/11/2024
Methyl Bromide; Pesticide Tolerances,Rule,Environmental Protection Agency,"This regulation establishes a tolerance for residues of methyl bromide in or on cotton, undelinted seed under the Federal Food, Drug, and Cosmetic Act (FFDCA) because there is a need for imported undelinted cottonseed for use as additional feed for dairy cattle in the United States.",77 FR 35295, 2012-14429,https://www.federalregister.gov/documents/2012/06/13/2012-14429/methyl-bromide-pesticide-tolerances,https://www.govinfo.gov/content/pkg/FR-2012-06-13/pdf/2012-14429.pdf,06/13/2012
Protection of Stratospheric Ozone: Listing of Substitutes Under the Significant New Alternatives Policy Program in Commercial and Industrial Refrigeration,Rule,Environmental Protection Agency,"Pursuant to the U.S. Environmental Protection Agency's Significant New Alternatives Policy program, this action lists several substitutes as acceptable, subject to use conditions, for retail food refrigeration, commercial ice machines, industrial process refrigeration, cold storage warehouses, and ice skating rinks. Through this action, EPA is incorporating by reference standards which establish requirements for commercial refrigerating appliances and commercial ice machines, safe use of flammable refrigerants, and safe design, construction, installation, and operation of refrigeration systems. This action also exempts propane, in the refrigerated food processing and dispensing end-use, from the prohibition under the Clean Air Act (CAA) on knowingly venting, releasing, or disposing of substitute refrigerants in the course of maintaining, servicing, repairing or disposing of an appliance or industrial process refrigeration, as the Administrator is determining, on the basis of existing evidence, that such venting, release, or disposal of this substance in this end-use does not pose a threat to the environment.",89 FR 50410, 2024-11690,https://www.federalregister.gov/documents/2024/06/13/2024-11690/protection-of-stratospheric-ozone-listing-of-substitutes-under-the-significant-new-alternatives,https://www.govinfo.gov/content/pkg/FR-2024-06-13/pdf/2024-11690.pdf,06/13/2024
National Emission Standards for Hazardous Air Pollutants: Reciprocating Internal Combustion Engines and New Source Performance Standards: Internal Combustion Engines; Electronic Reporting,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is finalizing amendments to the National Emission Standards for Hazardous Air Pollutants (NESHAP) for Reciprocating Internal Combustion Engines (RICE), the New Source Performance Standards (NSPS) for Stationary Compression Ignition (CI) Internal Combustion Engines, and the NSPS for Stationary Spark Ignition (SI) Internal Combustion Engines, to add electronic reporting provisions. The addition of electronic reporting provisions will provide for simplified reporting by sources and enhance availability of data on sources to the EPA and the public. In addition, a small number of clarifications and corrections to these rules are being finalized to provide clarification and correct inadvertent and other minor errors in the Code of Federal Regulations (CFR), particularly related to tables.",89 FR 70505, 2024-18766,https://www.federalregister.gov/documents/2024/08/30/2024-18766/national-emission-standards-for-hazardous-air-pollutants-reciprocating-internal-combustion-engines,https://www.govinfo.gov/content/pkg/FR-2024-08-30/pdf/2024-18766.pdf,08/30/2024
Mandatory Reporting of Greenhouse Gases: Petroleum and Natural Gas Systems,Rule,Environmental Protection Agency,EPA is promulgating a regulation to require monitoring and reporting of greenhouse gas emissions from petroleum and natural gas systems. This action adds this source category to the list of source categories already required to report greenhouse gas emissions. This action applies to sources with carbon dioxide equivalent emissions above certain threshold levels as described in this regulation. This action does not require control of greenhouse gases.,75 FR 74458, 2010-28655,https://www.federalregister.gov/documents/2010/11/30/2010-28655/mandatory-reporting-of-greenhouse-gases-petroleum-and-natural-gas-systems,https://www.govinfo.gov/content/pkg/FR-2010-11-30/pdf/2010-28655.pdf,11/30/2010
Defensin Proteins (SoD2 and SoD7) Derived From Spinach (Spinacia oleracea L.) in Citrus Plants; Temporary Exemption From the Requirement of a Tolerance,Rule,Environmental Protection Agency,"This regulation establishes a temporary exemption from the requirement of a tolerance for residues of SoD2 and SoD7, two defensin proteins derived from spinach (Spinacia oleracea L.), in or on citrus when used as plant-incorporated protectants (PIPs) in accordance with the terms of Experimental Use Permit (EUP) No. 88232-EUP-1. Southern Gardens Citrus submitted a petition to EPA under the Federal Food, Drug, and Cosmetic Act (FFDCA), requesting the temporary tolerance exemption. This regulation eliminates the need to establish a maximum permissible level for residues of SoD2 and SoD7 in or on citrus. The temporary tolerance exemption expires on April 18, 2018.",80 FR 25943, 2015-10486,https://www.federalregister.gov/documents/2015/05/06/2015-10486/defensin-proteins-sod2-and-sod7-derived-from-spinach-spinacia-oleracea-l-in-citrus-plants-temporary,https://www.govinfo.gov/content/pkg/FR-2015-05-06/pdf/2015-10486.pdf,05/06/2015
Final National Pollutant Discharge Elimination System (NPDES) General Permit for Stormwater Discharges from Construction Activities,Notice,Environmental Protection Agency,"EPA's Regional Offices are issuing their final 2012 National Pollutant Discharge Elimination System general permit for stormwater discharges from large and small construction activities. This construction general permit includes new requirements that implement the technology-based Effluent Limitation Guidelines and New Source Performance Standards, which were issued by EPA for the construction and development industry on December 1, 2009. The permit also includes new water quality-based requirements for construction sites discharging stormwater to waters requiring additional pollutant control. EPA is issuing this construction general permit for five (5) years, during which time the permit will provide coverage to eligible existing and new construction projects in all areas of the country where EPA is the National Pollutant Discharge Elimination System permitting authority, including Idaho, Massachusetts, New Hampshire, and New Mexico, Indian Country Lands, Puerto Rico, Washington, DC, and U.S. territories and protectorates.",77 FR 12286, 2012-4822,https://www.federalregister.gov/documents/2012/02/29/2012-4822/final-national-pollutant-discharge-elimination-system-npdes-general-permit-for-stormwater-discharges,https://www.govinfo.gov/content/pkg/FR-2012-02-29/pdf/2012-4822.pdf,02/29/2012
"Development of Guidance for Zero-Emission Clean Heavy-Duty Vehicles, Port Equipment, and Fueling Infrastructure Deployment Under the Inflation Reduction Act Funding Programs",Notice,Environmental Protection Agency,"To support development of potentially multiple funding programs under the Inflation Reduction Act of 2022, EPA invites public comment to inform the availability of zero-emission technologies in the heavy-duty vehicle and port sectors. Although EPA already has considerable information about the availability of certain types of these technologies, in order to ensure that EPA has the most comprehensive and current information available in this dynamic space, EPA is inviting this comment. EPA is especially interested in comments detailing the availability, market price, and performance of zero- emission trucks, zero-emission port equipment, electric charging and other fueling infrastructure needs for zero-emission technologies in the near term (1-3 years, and 1-5 years for port equipment), and whether the components of these systems are manufactured in the United States. The Build America Buy America Act (BABA) requires iron, steel, manufactured products, and construction materials used in infrastructure projects funded by federal financial assistance to be produced in the United States. While BABA provides the opportunity for EPA to issue certain waivers to these requirements, approval depends on many factors, including the price and availability of domestically sourced materials and products. With responses to this RFI EPA seeks to improve in particular the Agency's understanding of availability and differences in zero-emission class 6 and 7 trucks, zero-emission trucks that serve ports and port equipment as well as their related charging and fueling infrastructure requirements. This information will enable EPA to effectively design programs to expeditiously fund currently available zero-emission technologies as well as consider allowances, such as longer project timeframes, for specific technologies.",88 FR 29666, 2023-09802,https://www.federalregister.gov/documents/2023/05/08/2023-09802/development-of-guidance-for-zero-emission-clean-heavy-duty-vehicles-port-equipment-and-fueling,https://www.govinfo.gov/content/pkg/FR-2023-05-08/pdf/2023-09802.pdf,05/08/2023
National Pollutant Discharge Elimination System (NPDES) 2022 Issuance of General Permit for Stormwater Discharges From Construction Activities,Notice,Environmental Protection Agency,"All ten (10) Environmental Protection Agency (EPA) Regions are finalizing the 2022 National Pollutant Discharge Elimination System (NPDES) general permit for stormwater discharges from construction activities, also referred to as the ""2022 Construction General Permit,"" the ""2022 CGP,"" or the ""final permit."" The final permit will replace the 2017 CGP that will expire at midnight on February 16, 2022. EPA is issuing this permit for five (5) years to provide permit coverage to eligible operators in all areas of the country where EPA is the NPDES permitting authority, including Massachusetts, New Hampshire, New Mexico, oil and gas activities within Oklahoma, most Indian country lands, the District of Columbia, U.S. territories and protectorates except for the U.S. Virgin Islands, and certain federal facilities. This Federal Register document summarizes the final permit. The final permit and fact sheet can be found at https://www.epa.gov/npdes/2022- construction-general-permit-cgp. EPA's responses to public comments that were submitted in response to the proposed 2022 CGP may be found in the docket for this action (Docket ID No. EPA-HQ-OW-2021-0169).",87 FR 3522, 2022-01258,https://www.federalregister.gov/documents/2022/01/24/2022-01258/national-pollutant-discharge-elimination-system-npdes-2022-issuance-of-general-permit-for-stormwater,https://www.govinfo.gov/content/pkg/FR-2022-01-24/pdf/2022-01258.pdf,01/24/2022
